STATE,state,year,wbgt_28_diff
MT,30,2017,0.1
MT,30,2018,0.2
MT,30,2019,0
MT,30,2020,0
NC,37,1982,0.7
NC,37,1983,4.7
NC,37,1984,1.8
NC,37,1985,2.1
NC,37,1986,4.7
NC,37,1987,4.5
NC,37,1988,3.7
NC,37,1989,2.1
NC,37,1990,2.6
NC,37,1991,3.1
NC,37,1992,1.7
NC,37,1993,3.2
NC,37,1994,1.5
NC,37,1995,1.5
NC,37,1996,1.3
NC,37,1997,2.5
NC,37,1998,2.5
NC,37,1999,3
NC,37,2000,1.5
NC,37,2001,1.5
NC,37,2002,3.6
NC,37,2003,2.9
NC,37,2004,2.9
NC,37,2005,3.7
NC,37,2006,2.7
NC,37,2007,2.1
NC,37,2008,2.4
NC,37,2009,2.1
NC,37,2010,2.9
NC,37,2011,1.8
NC,37,2012,2
NC,37,2013,1.2
NC,37,2014,1.1
NC,37,2015,2.7
NC,37,2016,4.5
NC,37,2017,2.4
NC,37,2018,2.7
NC,37,2019,4.5
NC,37,2020,3.4
ND,38,1982,0.2
ND,38,1983,-1
ND,38,1984,-0.4
ND,38,1985,-0.2
ND,38,1986,0.1
ND,38,1987,1.5
ND,38,1988,3.4
ND,38,1989,0.8
ND,38,1990,0.1
ND,38,1991,0.7
ND,38,1992,0.4
ND,38,1993,-0.1
ND,38,1994,0
ND,38,1995,0.4
ND,38,1996,-0.2
ND,38,1997,0.4
ND,38,1998,-0.2
ND,38,1999,1
ND,38,2000,0.2
ND,38,2001,0.9
ND,38,2002,2.1
ND,38,2003,1.2
ND,38,2004,0.5
ND,38,2005,-0.1
ND,38,2006,0.8
ND,38,2007,0.7
ND,38,2008,0
ND,38,2009,0
ND,38,2010,0.3
ND,38,2011,0.4
ND,38,2012,0.9
ND,38,2013,0.1
ND,38,2014,0.4
ND,38,2015,1.3
ND,38,2016,0.4
ND,38,2017,-0
ND,38,2018,0.9
ND,38,2019,0
ND,38,2020,0.4
NE,31,1982,2.8
NE,31,1983,4.9
NE,31,1984,2.7
NE,31,1985,3.1
NE,31,1986,2.2
NE,31,1987,4.6
NE,31,1988,3.9
NE,31,1989,2
NE,31,1990,2.7
NE,31,1991,3.3
NE,31,1992,0.7
NE,31,1993,3.2
NE,31,1994,1.9
NE,31,1995,2.3
NE,31,1996,1.9
NE,31,1997,3.5
NE,31,1998,5.8
NE,31,1999,2.4
NE,31,2000,5.6
NE,31,2001,3.8
NE,31,2002,3.3
NE,31,2003,2.9
NE,31,2004,1.5
NE,31,2005,1.9
NE,31,2006,2.5
NE,31,2007,2.8
NE,31,2008,1.5
NE,31,2009,0.8
NE,31,2010,5.6
NE,31,2011,3.5
NE,31,2012,2.8
NE,31,2013,0.9
NE,31,2014,1.1
NE,31,2015,2
NE,31,2016,2.4
NE,31,2017,1.1
NE,31,2018,1.6
NE,31,2019,0.6
NE,31,2020,0.7
NH,33,1982,0.2
NH,33,1983,0.1
NH,33,1984,0
NH,33,1985,0
NH,33,1986,0
NH,33,1987,0.1
NH,33,1988,0.8
NH,33,1989,0
NH,33,1990,0
NH,33,1991,0.7
NH,33,1992,0
NH,33,1993,0.3
NH,33,1994,0.4
NH,33,1995,0.1
NH,33,1996,0
NH,33,1997,0
NH,33,1998,0
NH,33,1999,0.3
NH,33,2000,0
NH,33,2001,0.4
NH,33,2002,-0.3
NH,33,2003,0
NH,33,2004,0
NH,33,2005,-0.2
NH,33,2006,-0.4
NH,33,2007,0.3
NH,33,2008,0
NH,33,2009,0
NH,33,2010,0.1
NH,33,2011,-0
NH,33,2012,0
NH,33,2013,0.2
NH,33,2014,0
NH,33,2015,0
NH,33,2016,0
NH,33,2017,0
NH,33,2018,0.4
NH,33,2019,0
NH,33,2020,0
NJ,34,1982,0.4
NJ,34,1983,1.6
NJ,34,1984,0.4
NJ,34,1985,-0
NJ,34,1986,0
NJ,34,1987,2.8
NJ,34,1988,1.8
NJ,34,1989,1.6
NJ,34,1990,0.5
NJ,34,1991,2.5
NJ,34,1992,0.6
NJ,34,1993,1.4
NJ,34,1994,2.4
NJ,34,1995,2.7
NJ,34,1996,0.1
NJ,34,1997,1.7
NJ,34,1998,0.1
NJ,34,1999,0.9
NJ,34,2000,0.4
NJ,34,2001,1.1
NJ,34,2002,1.9
NJ,34,2003,1.2
NJ,34,2004,0
NJ,34,2005,1.6
NJ,34,2006,0.3
NJ,34,2007,1
NJ,34,2008,1.2
NJ,34,2009,0.4
NJ,34,2010,1.2
NJ,34,2011,1.5
NJ,34,2012,1.1
NJ,34,2013,0.4
NJ,34,2014,0.7
NJ,34,2015,0.6
NJ,34,2016,2.5
NJ,34,2017,0.8
NJ,34,2018,1.9
NJ,34,2019,0.4
NJ,34,2020,1.3
NM,35,1982,0
NM,35,1983,0.2
NM,35,1984,0
NM,35,1985,0.2
NM,35,1986,-0
NM,35,1987,-0
NM,35,1988,0
NM,35,1989,0.7
NM,35,1990,1.3
NM,35,1991,0
NM,35,1992,0.4
NM,35,1993,0.1
NM,35,1994,1.6
NM,35,1995,0.2
NM,35,1996,0.1
NM,35,1997,0.2
NM,35,1998,2.1
NM,35,1999,0.7
NM,35,2000,0.4
NM,35,2001,0.2
NM,35,2002,0.1
NM,35,2003,0.5
NM,35,2004,0
NM,35,2005,0.1
NM,35,2006,0
NM,35,2007,0.3
NM,35,2008,0.3
NM,35,2009,0.1
NM,35,2010,0.3
NM,35,2011,0.1
NM,35,2012,-0
NM,35,2013,0.1
NM,35,2014,0
NM,35,2015,0
NM,35,2016,0
NM,35,2017,0.3
NM,35,2018,0.1
NM,35,2019,0.1
NM,35,2020,1
NV,32,1982,6.9
NV,32,1983,3
NV,32,1984,8.4
NV,32,1985,8.8
NV,32,1986,10.7
NV,32,1987,6.9
NV,32,1988,12.3
NV,32,1989,9.2
NV,32,1990,9.9
NV,32,1991,5.1
NV,32,1992,2.6
NV,32,1993,4.8
NV,32,1994,11.8
NV,32,1995,9.6
NV,32,1996,10.8
NV,32,1997,5.6
NV,32,1998,8.6
NV,32,1999,5
NV,32,2000,11.7
NV,32,2001,12.4
NV,32,2002,10.8
NV,32,2003,9.4
NV,32,2004,10.7
NV,32,2005,4
NV,32,2006,5.7
NV,32,2007,9.9
NV,32,2008,8.6
NV,32,2009,4.3
NV,32,2010,8.1
NV,32,2011,6.7
NV,32,2012,5.5
NV,32,2013,4.2
NV,32,2014,4.8
NV,32,2015,7.6
NV,32,2016,6.8
NV,32,2017,8
NV,32,2018,8.5
NV,32,2019,7.9
NV,32,2020,6.6
NY,36,1982,-0.6
NY,36,1983,-3
NY,36,1984,0.1
NY,36,1985,-0.2
NY,36,1986,-0.2
NY,36,1987,0.1
NY,36,1988,0.9
NY,36,1989,-0
NY,36,1990,0.3
NY,36,1991,-1.2
NY,36,1992,-0
NY,36,1993,-1.7
NY,36,1994,0.4
NY,36,1995,-1
NY,36,1996,0
NY,36,1997,-0.3
NY,36,1998,0
NY,36,1999,-0.8
NY,36,2000,0
NY,36,2001,-1.5
NY,36,2002,-0.9
NY,36,2003,-0.4
NY,36,2004,0
NY,36,2005,-0.9
NY,36,2006,-0.9
NY,36,2007,0.2
NY,36,2008,0.1
NY,36,2009,0
NY,36,2010,-0.7
NY,36,2011,-0.2
NY,36,2012,-0.2
NY,36,2013,-0.5
NY,36,2014,0
NY,36,2015,-0
NY,36,2016,-1.4
NY,36,2017,0
NY,36,2018,-0.9
NY,36,2019,-1
NY,36,2020,0.1
OH,39,1982,0
OH,39,1983,0.9
OH,39,1984,0.2
OH,39,1985,0.1
OH,39,1986,0.4
OH,39,1987,0
OH,39,1988,1.2
OH,39,1989,0.1
OH,39,1990,0
OH,39,1991,0.4
OH,39,1992,-0
OH,39,1993,0.6
OH,39,1994,0
OH,39,1995,0.4
OH,39,1996,-0.1
OH,39,1997,0.4
OH,39,1998,0.5
OH,39,1999,0.3
OH,39,2000,-0
OH,39,2001,0.8
OH,39,2002,1.2
OH,39,2003,0.1
OH,39,2004,0.1
OH,39,2005,-0.2
OH,39,2006,0.3
OH,39,2007,0.8
OH,39,2008,0
OH,39,2009,0.2
OH,39,2010,0.4
OH,39,2011,0.3
OH,39,2012,0.4
OH,39,2013,0.5
OH,39,2014,0
OH,39,2015,-0
OH,39,2016,0.1
OH,39,2017,0
OH,39,2018,0.3
OH,39,2019,0.2
OH,39,2020,0.2
OK,40,1982,-0.5
OK,40,1983,-1.9
OK,40,1984,0.1
OK,40,1985,-1.2
OK,40,1986,1.1
OK,40,1987,-0.9
OK,40,1988,-0.8
OK,40,1989,-0.9
OK,40,1990,-0.9
OK,40,1991,-1.6
OK,40,1992,0.2
OK,40,1993,-1.1
OK,40,1994,1.6
OK,40,1995,-0.6
OK,40,1996,0.8
OK,40,1997,0.2
OK,40,1998,0.2
OK,40,1999,-1.3
OK,40,2000,-0.6
OK,40,2001,0.5
OK,40,2002,-0.2
OK,40,2003,-0.8
OK,40,2004,-0.1
OK,40,2005,-0.1
OK,40,2006,-0.4
OK,40,2007,-0.7
OK,40,2008,-0.2
OK,40,2009,0.1
OK,40,2010,-0.4
OK,40,2011,2.1
OK,40,2012,1
OK,40,2013,1
OK,40,2014,1.1
OK,40,2015,-0.2
OK,40,2016,-1.3
OK,40,2017,0.1
OK,40,2018,-0.3
OK,40,2019,1.4
OK,40,2020,1.5
OR,41,1982,0.2
OR,41,1983,0
OR,41,1984,0.1
OR,41,1985,0.1
OR,41,1986,0
OR,41,1987,0.3
OR,41,1988,0.3
OR,41,1989,0.1
OR,41,1990,2.2
OR,41,1991,0.1
OR,41,1992,1.3
OR,41,1993,0
OR,41,1994,1.3
OR,41,1995,0
OR,41,1996,0.9
OR,41,1997,0.3
OR,41,1998,1.9
OR,41,1999,0
OR,41,2000,0.2
OR,41,2001,0.5
OR,41,2002,1.2
OR,41,2003,1.1
OR,41,2004,0.4
OR,41,2005,0
OR,41,2006,1.5
OR,41,2007,0.3
OR,41,2008,0.7
OR,41,2009,1.4
OR,41,2010,0
OR,41,2011,0
OR,41,2012,0.2
OR,41,2013,0.8
OR,41,2014,0.4
OR,41,2015,1.1
OR,41,2016,0.2
OR,41,2017,0.7
OR,41,2018,0.2
OR,41,2019,0
OR,41,2020,0.2
PA,42,1982,-0.5
PA,42,1983,-0.8
PA,42,1984,0.2
PA,42,1985,-0.1
PA,42,1986,-0.1
PA,42,1987,-1.6
PA,42,1988,-1.9
PA,42,1989,-0.6
PA,42,1990,-0.2
PA,42,1991,-0.5
PA,42,1992,0.1
PA,42,1993,-0.9
PA,42,1994,-1.1
PA,42,1995,-0.7
PA,42,1996,0
PA,42,1997,-0.7
PA,42,1998,-0.1
PA,42,1999,-0.9
PA,42,2000,0
PA,42,2001,-0.8
PA,42,2002,-1.6
PA,42,2003,-0.1
PA,42,2004,0
PA,42,2005,-0.9
PA,42,2006,-0.6
PA,42,2007,-0.4
PA,42,2008,-0.3
PA,42,2009,-0.2
PA,42,2010,-0.9
PA,42,2011,-0.8
PA,42,2012,-0.6
PA,42,2013,-0.5
PA,42,2014,-0.1
PA,42,2015,-0.1
PA,42,2016,-0.7
PA,42,2017,-0.2
PA,42,2018,-0.6
PA,42,2019,-0.7
PA,42,2020,-0.2
RI,44,1982,0.1
RI,44,1983,0.2
RI,44,1984,1.8
RI,44,1985,1
RI,44,1986,0.4
RI,44,1987,0.5
RI,44,1988,4.1
RI,44,1989,0
RI,44,1990,0
RI,44,1991,2.1
RI,44,1992,0
RI,44,1993,2.9
RI,44,1994,1.4
RI,44,1995,1
RI,44,1996,0
RI,44,1997,0
RI,44,1998,0
RI,44,1999,0.2
RI,44,2000,0
RI,44,2001,0.6
RI,44,2002,2.3
RI,44,2003,0
RI,44,2004,0
RI,44,2005,1.5
RI,44,2006,1
RI,44,2007,0
RI,44,2008,0
RI,44,2009,0
RI,44,2010,0
RI,44,2011,0
RI,44,2012,1.2
RI,44,2013,1.4
RI,44,2014,0
RI,44,2015,0
RI,44,2016,0.7
RI,44,2017,0
RI,44,2018,1.6
RI,44,2019,0
RI,44,2020,1.7
SC,45,1982,0.6
SC,45,1983,2.3
SC,45,1984,1.1
SC,45,1985,2.8
SC,45,1986,5
SC,45,1987,3.6
SC,45,1988,3.3
SC,45,1989,1.6
SC,45,1990,3.3
SC,45,1991,2.8
SC,45,1992,1.2
SC,45,1993,3.8
SC,45,1994,0.4
SC,45,1995,2.6
SC,45,1996,1.4
SC,45,1997,2
SC,45,1998,3.2
SC,45,1999,2.6
SC,45,2000,2.1
SC,45,2001,2.9
SC,45,2002,4
SC,45,2003,1.3
SC,45,2004,1.5
SC,45,2005,1.2
SC,45,2006,1.9
SC,45,2007,2.1
SC,45,2008,2.2
SC,45,2009,1.3
SC,45,2010,2.9
SC,45,2011,2.9
SC,45,2012,2.1
SC,45,2013,1.4
SC,45,2014,0.4
SC,45,2015,3
SC,45,2016,2.6
SC,45,2017,1.3
SC,45,2018,0.8
SC,45,2019,2.5
SC,45,2020,2.6
SD,46,1982,2.1
SD,46,1983,4.2
SD,46,1984,1.1
SD,46,1985,0.4
SD,46,1986,1.4
SD,46,1987,2.4
SD,46,1988,0.8
SD,46,1989,1.6
SD,46,1990,2.1
SD,46,1991,1.6
SD,46,1992,0.5
SD,46,1993,0.1
SD,46,1994,0.7
SD,46,1995,3.1
SD,46,1996,0.6
SD,46,1997,2.1
SD,46,1998,1.7
SD,46,1999,3
SD,46,2000,2.6
SD,46,2001,1.4
SD,46,2002,1.7
SD,46,2003,2.3
SD,46,2004,0.9
SD,46,2005,0.8
SD,46,2006,1.1
SD,46,2007,0.8
SD,46,2008,0.6
SD,46,2009,0.6
SD,46,2010,3.2
SD,46,2011,3.1
SD,46,2012,4.6
SD,46,2013,1.5
SD,46,2014,0.2
SD,46,2015,0.6
SD,46,2016,1.8
SD,46,2017,1.7
SD,46,2018,1.8
SD,46,2019,1.8
SD,46,2020,1.7
TN,47,1982,2
TN,47,1983,3.3
TN,47,1984,0.6
TN,47,1985,2.5
TN,47,1986,3.1
TN,47,1987,2.7
TN,47,1988,3.9
TN,47,1989,2.3
TN,47,1990,1.8
TN,47,1991,2.2
TN,47,1992,0.6
TN,47,1993,2.6
TN,47,1994,0.5
TN,47,1995,2.5
TN,47,1996,1.6
TN,47,1997,1.6
TN,47,1998,2.6
TN,47,1999,1.8
TN,47,2000,2.6
TN,47,2001,1.8
TN,47,2002,2.8
TN,47,2003,1.7
TN,47,2004,1
TN,47,2005,1.9
TN,47,2006,1.9
TN,47,2007,2.3
TN,47,2008,1.3
TN,47,2009,1.5
TN,47,2010,4.1
TN,47,2011,3.6
TN,47,2012,2.5
TN,47,2013,0.6
TN,47,2014,0.7
TN,47,2015,1.8
TN,47,2016,5.3
TN,47,2017,2
TN,47,2018,2.9
TN,47,2019,3.3
TN,47,2020,2.7
TX,48,1982,4.1
TX,48,1983,2.7
TX,48,1984,4.6
TX,48,1985,4.5
TX,48,1986,3.9
TX,48,1987,-1
TX,48,1988,-3.1
TX,48,1989,-0.8
TX,48,1990,0.5
TX,48,1991,-2.1
TX,48,1992,-0
TX,48,1993,-0.4
TX,48,1994,-1.2
TX,48,1995,-2.9
TX,48,1996,0.1
TX,48,1997,-2.5
TX,48,1998,-4
TX,48,1999,-2
TX,48,2000,1
TX,48,2001,0.1
TX,48,2002,0.8
TX,48,2003,-2
TX,48,2004,-1.5
TX,48,2005,-0.2
TX,48,2006,-2.6
TX,48,2007,-1.8
TX,48,2008,3.3
TX,48,2009,-3.2
TX,48,2010,-0.7
TX,48,2011,-1.3
TX,48,2012,-1.4
TX,48,2013,-0.2
TX,48,2014,0.4
TX,48,2015,-0.1
TX,48,2016,-1.8
TX,48,2017,-3.9
TX,48,2018,-5.3
TX,48,2019,-2.3
TX,48,2020,-0
UT,49,1982,0.1
UT,49,1983,0.2
UT,49,1984,0.3
UT,49,1985,0.8
UT,49,1986,0.3
UT,49,1987,0.1
UT,49,1988,1.3
UT,49,1989,0.6
UT,49,1990,0.5
UT,49,1991,0.4
UT,49,1992,0.7
UT,49,1993,0.2
UT,49,1994,1.7
UT,49,1995,0.7
UT,49,1996,1.4
UT,49,1997,0.4
UT,49,1998,0.8
UT,49,1999,0.2
UT,49,2000,0.5
UT,49,2001,0.9
UT,49,2002,0.8
UT,49,2003,1
UT,49,2004,0.3
UT,49,2005,0.6
UT,49,2006,0.8
UT,49,2007,1.1
UT,49,2008,0.5
UT,49,2009,0.5
UT,49,2010,0.6
UT,49,2011,0.3
UT,49,2012,0.2
UT,49,2013,0.5
UT,49,2014,0.2
UT,49,2015,0.3
UT,49,2016,0.5
UT,49,2017,0.8
UT,49,2018,0.9
UT,49,2019,0.3
UT,49,2020,0.7
VA,51,1982,0.8
VA,51,1983,3.7
VA,51,1984,1.2
VA,51,1985,0.7
VA,51,1986,2.9
VA,51,1987,2
VA,51,1988,1.3
VA,51,1989,-0
VA,51,1990,1
VA,51,1991,-0
VA,51,1992,0.5
VA,51,1993,0.7
VA,51,1994,-0.8
VA,51,1995,0.1
VA,51,1996,0.4
VA,51,1997,1.1
VA,51,1998,1.1
VA,51,1999,1.9
VA,51,2000,1.4
VA,51,2001,1.5
VA,51,2002,3.9
VA,51,2003,2.7
VA,51,2004,0.8
VA,51,2005,2.1
VA,51,2006,1.5
VA,51,2007,1
VA,51,2008,0.8
VA,51,2009,0.7
VA,51,2010,2.4
VA,51,2011,0.7
VA,51,2012,1.2
VA,51,2013,0.7
VA,51,2014,-0.1
VA,51,2015,1.1
VA,51,2016,0.8
VA,51,2017,0
VA,51,2018,-0
VA,51,2019,1.3
VA,51,2020,0.7
VT,50,1982,0.3
VT,50,1983,0
VT,50,1984,0
VT,50,1985,0
VT,50,1986,0
VT,50,1987,0.1
VT,50,1988,0.6
VT,50,1989,0
VT,50,1990,0
VT,50,1991,0.1
VT,50,1992,0
VT,50,1993,0
VT,50,1994,0.6
VT,50,1995,0.5
VT,50,1996,0
VT,50,1997,0
VT,50,1998,0
VT,50,1999,0
VT,50,2000,0
VT,50,2001,0.2
VT,50,2002,0.5
VT,50,2003,0.2
VT,50,2004,0
VT,50,2005,0
VT,50,2006,1
VT,50,2007,0.2
VT,50,2008,0
VT,50,2009,0
VT,50,2010,0.8
VT,50,2011,0.1
VT,50,2012,0
VT,50,2013,0.1
VT,50,2014,0
VT,50,2015,0
VT,50,2016,0
VT,50,2017,0
VT,50,2018,1.2
VT,50,2019,0.5
VT,50,2020,0.3
WA,53,1982,0.3
WA,53,1983,0
WA,53,1984,0.3
WA,53,1985,0.5
WA,53,1986,0.3
WA,53,1987,0
WA,53,1988,0
WA,53,1989,0
WA,53,1990,0.7
WA,53,1991,0.1
WA,53,1992,1
WA,53,1993,0
WA,53,1994,0.6
WA,53,1995,0
WA,53,1996,0.1
WA,53,1997,0.2
WA,53,1998,0.8
WA,53,1999,0
WA,53,2000,0.1
WA,53,2001,0
WA,53,2002,0.6
WA,53,2003,0.2
WA,53,2004,0.3
WA,53,2005,0.1
WA,53,2006,0.8
WA,53,2007,0.3
WA,53,2008,0.4
WA,53,2009,0.7
WA,53,2010,0
WA,53,2011,0
WA,53,2012,0.3
WA,53,2013,0.3
WA,53,2014,0.5
WA,53,2015,0.9
WA,53,2016,0.1
WA,53,2017,0.1
WA,53,2018,0.3
WA,53,2019,0
WA,53,2020,0.4
WI,55,1982,-0
WI,55,1983,-0.2
WI,55,1984,-0.1
WI,55,1985,-0.1
WI,55,1986,-0.1
WI,55,1987,0.1
WI,55,1988,0.8
WI,55,1989,0.1
WI,55,1990,0.1
WI,55,1991,0.2
WI,55,1992,0.1
WI,55,1993,0
WI,55,1994,0.2
WI,55,1995,-0.5
WI,55,1996,0
WI,55,1997,0.1
WI,55,1998,-0.1
WI,55,1999,-0.1
WI,55,2000,0.1
WI,55,2001,-0.1
WI,55,2002,0.1
WI,55,2003,0
WI,55,2004,0
WI,55,2005,0.1
WI,55,2006,-0
WI,55,2007,0
WI,55,2008,0
WI,55,2009,0
WI,55,2010,0.1
WI,55,2011,-0
WI,55,2012,NA
WI,55,2013,0.2
WI,55,2014,0
WI,55,2015,0
WI,55,2016,0.1
WI,55,2017,0
WI,55,2018,0.3
WI,55,2019,-0
WI,55,2020,0.2
WV,54,1982,0.1
WV,54,1983,-0.8
WV,54,1984,0.1
WV,54,1985,-0.1
WV,54,1986,-0.2
WV,54,1987,-0.1
WV,54,1988,-0.9
WV,54,1989,-0.2
WV,54,1990,-0.3
WV,54,1991,-0.2
WV,54,1992,0
WV,54,1993,-0.6
WV,54,1994,-0
WV,54,1995,-0.6
WV,54,1996,-0
WV,54,1997,-0.6
WV,54,1998,-0.3
WV,54,1999,-1.8
WV,54,2000,0.1
WV,54,2001,-0.4
WV,54,2002,-0.2
WV,54,2003,-0
WV,54,2004,0
WV,54,2005,-0.5
WV,54,2006,-0.2
WV,54,2007,-0.6
WV,54,2008,0
WV,54,2009,0
WV,54,2010,-0.3
WV,54,2011,-0.8
WV,54,2012,-1
WV,54,2013,-0.1
WV,54,2014,0
WV,54,2015,-0
WV,54,2016,-0.3
WV,54,2017,0
WV,54,2018,-0.7
WV,54,2019,-0.6
WV,54,2020,0.1
WY,56,1982,0
WY,56,1983,0
WY,56,1984,0
WY,56,1985,0
WY,56,1986,0
WY,56,1987,0.2
WY,56,1988,0
WY,56,1989,0.2
WY,56,1990,0
WY,56,1991,0
WY,56,1992,0
WY,56,1993,0
WY,56,1994,0
WY,56,1995,0.2
WY,56,1996,0
WY,56,1997,0
WY,56,1998,0
WY,56,1999,0
WY,56,2000,0
WY,56,2001,0
WY,56,2002,0
WY,56,2003,0.9
WY,56,2004,0
WY,56,2005,0
WY,56,2006,0
WY,56,2007,0
WY,56,2008,0
WY,56,2009,0
WY,56,2010,0
WY,56,2011,0
WY,56,2012,NA
WY,56,2013,0
WY,56,2014,0
WY,56,2015,0
WY,56,2016,0
WY,56,2017,0
WY,56,2018,0
WY,56,2019,0
WY,56,2020,0
USA,99,1982,6
USA,99,1983,7
USA,99,1984,5.4
USA,99,1985,6
USA,99,1986,7.3
USA,99,1987,6.4
USA,99,1988,5.6
USA,99,1989,5.3
USA,99,1990,7.2
USA,99,1991,4.5
USA,99,1992,4
USA,99,1993,6
USA,99,1994,3.5
USA,99,1995,5.7
USA,99,1996,5.2
USA,99,1997,5.4
USA,99,1998,9.8
USA,99,1999,5.7
USA,99,2000,6.7
USA,99,2001,5.2
USA,99,2002,5.4
USA,99,2003,4.6
USA,99,2004,3.6
USA,99,2005,6
USA,99,2006,4.4
USA,99,2007,3.9
USA,99,2008,3.9
USA,99,2009,4.2
USA,99,2010,7.6
USA,99,2011,6.6
USA,99,2012,NA
USA,99,2013,4
USA,99,2014,4
USA,99,2015,5.5
USA,99,2016,6.2
USA,99,2017,4.9
USA,99,2018,5
USA,99,2019,5.1
USA,99,2020,5.4
